Step number, E_T (atomic units), Number of walkers
4.95700000e+03, 3.61058998e-01, 2.06000000e+02
4.95800000e+03, 3.61056017e-01, 2.06000000e+02
4.95900000e+03, 3.61053036e-01, 2.06000000e+02
4.96000000e+03, 3.61050055e-01, 2.06000000e+02
4.96100000e+03, 3.63480171e-01, 2.05000000e+02
4.96200000e+03, 3.61044587e-01, 2.06000000e+02
4.96300000e+03, 3.63474703e-01, 2.05000000e+02
4.96400000e+03, 3.63472216e-01, 2.05000000e+02
4.96500000e+03, 3.68371729e-01, 2.03000000e+02
4.96600000e+03, 3.70839370e-01, 2.02000000e+02
4.96700000e+03, 3.68369227e-01, 2.03000000e+02
4.96800000e+03, 3.70836869e-01, 2.02000000e+02
4.96900000e+03, 3.68366727e-01, 2.03000000e+02
4.97000000e+03, 3.70834370e-01, 2.02000000e+02
4.97100000e+03, 3.73314763e-01, 2.01000000e+02
4.97200000e+03, 3.73314262e-01, 2.01000000e+02
4.97300000e+03, 3.73313760e-01, 2.01000000e+02
4.97400000e+03, 3.73313259e-01, 2.01000000e+02
4.97500000e+03, 3.73312757e-01, 2.01000000e+02
4.97600000e+03, 3.75806027e-01, 2.00000000e+02
4.97700000e+03, 3.78312298e-01, 1.99000000e+02
4.97800000e+03, 3.78312801e-01, 1.99000000e+02
4.97900000e+03, 3.80832202e-01, 1.98000000e+02
4.98000000e+03, 3.75808043e-01, 2.00000000e+02
4.98100000e+03, 3.78314314e-01, 1.99000000e+02
4.98200000e+03, 3.80833714e-01, 1.98000000e+02
4.98300000e+03, 3.75809555e-01, 2.00000000e+02
4.98400000e+03, 3.75809555e-01, 2.00000000e+02
4.98500000e+03, 3.75809555e-01, 2.00000000e+02
4.98600000e+03, 3.75809555e-01, 2.00000000e+02
4.98700000e+03, 3.75809555e-01, 2.00000000e+02
4.98800000e+03, 3.75809555e-01, 2.00000000e+02
4.98900000e+03, 3.78315826e-01, 1.99000000e+02
4.99000000e+03, 3.78316328e-01, 1.99000000e+02
4.99100000e+03, 3.78316831e-01, 1.99000000e+02
4.99200000e+03, 3.80836230e-01, 1.98000000e+02
4.99300000e+03, 3.78318339e-01, 1.99000000e+02
4.99400000e+03, 3.80837738e-01, 1.98000000e+02
4.99500000e+03, 3.80838745e-01, 1.98000000e+02
4.99600000e+03, 3.78320854e-01, 1.99000000e+02
4.99700000e+03, 3.78321355e-01, 1.99000000e+02
4.99800000e+03, 3.78321857e-01, 1.99000000e+02
4.99900000e+03, 3.75816087e-01, 2.00000000e+02
5.00000000e+03, 3.75816087e-01, 2.00000000e+02
5.00100000e+03, 3.78322358e-01, 1.99000000e+02
5.00200000e+03, 3.83373407e-01, 1.97000000e+02
5.00300000e+03, 3.83374918e-01, 1.97000000e+02
5.00400000e+03, 3.75819610e-01, 2.00000000e+02
5.00500000e+03, 3.75819610e-01, 2.00000000e+02
5.00600000e+03, 3.75819610e-01, 2.00000000e+02
5.00700000e+03, 3.75819610e-01, 2.00000000e+02
5.00800000e+03, 3.75819610e-01, 2.00000000e+02
5.00900000e+03, 3.73325839e-01, 2.01000000e+02
5.01000000e+03, 3.73325341e-01, 2.01000000e+02
5.01100000e+03, 3.78324885e-01, 1.99000000e+02
5.01200000e+03, 3.78325385e-01, 1.99000000e+02
5.01300000e+03, 3.73325844e-01, 2.01000000e+02
5.01400000e+03, 3.68374811e-01, 2.03000000e+02
5.01500000e+03, 3.68373326e-01, 2.03000000e+02
5.01600000e+03, 3.68371841e-01, 2.03000000e+02
5.01700000e+03, 3.65913350e-01, 2.04000000e+02
5.01800000e+03, 3.65911376e-01, 2.04000000e+02
5.01900000e+03, 3.63464411e-01, 2.05000000e+02
5.02000000e+03, 3.61028856e-01, 2.06000000e+02
5.02100000e+03, 3.61025912e-01, 2.06000000e+02
5.02200000e+03, 3.61022968e-01, 2.06000000e+02
5.02300000e+03, 3.61020025e-01, 2.06000000e+02
5.02400000e+03, 3.56186128e-01, 2.08000000e+02
5.02500000e+03, 3.56182224e-01, 2.08000000e+02
5.02600000e+03, 3.53780235e-01, 2.09000000e+02
5.02700000e+03, 3.51389217e-01, 2.10000000e+02
5.02800000e+03, 3.51384364e-01, 2.10000000e+02
5.02900000e+03, 3.53766152e-01, 2.09000000e+02
5.03000000e+03, 3.53761776e-01, 2.09000000e+02
5.03100000e+03, 3.53757400e-01, 2.09000000e+02
5.03200000e+03, 3.56151112e-01, 2.08000000e+02
5.03300000e+03, 3.56147215e-01, 2.08000000e+02
5.03400000e+03, 3.56143318e-01, 2.08000000e+02
5.03500000e+03, 3.60970378e-01, 2.06000000e+02
5.03600000e+03, 3.60967443e-01, 2.06000000e+02
5.03700000e+03, 3.63397603e-01, 2.05000000e+02
5.03800000e+03, 3.63395152e-01, 2.05000000e+02
5.03900000e+03, 3.63392701e-01, 2.05000000e+02
5.04000000e+03, 3.60957156e-01, 2.06000000e+02
5.04100000e+03, 3.60954224e-01, 2.06000000e+02
5.04200000e+03, 3.60951292e-01, 2.06000000e+02
5.04300000e+03, 3.63381455e-01, 2.05000000e+02
5.04400000e+03, 3.65824000e-01, 2.04000000e+02
5.04500000e+03, 3.70748185e-01, 2.02000000e+02
5.04600000e+03, 3.70747199e-01, 2.02000000e+02
5.04700000e+03, 3.70746213e-01, 2.02000000e+02
5.04800000e+03, 3.70745227e-01, 2.02000000e+02
5.04900000e+03, 3.70744242e-01, 2.02000000e+02
5.05000000e+03, 3.68274115e-01, 2.03000000e+02
5.05100000e+03, 3.68272641e-01, 2.03000000e+02
5.05200000e+03, 3.70740308e-01, 2.02000000e+02
5.05300000e+03, 3.68270183e-01, 2.03000000e+02
5.05400000e+03, 3.68268709e-01, 2.03000000e+02
5.05500000e+03, 3.65810229e-01, 2.04000000e+02
5.05600000e+03, 3.65808270e-01, 2.04000000e+02
5.05700000e+03, 3.68263319e-01, 2.03000000e+02
5.05800000e+03, 3.68261847e-01, 2.03000000e+02
5.05900000e+03, 3.68260376e-01, 2.03000000e+02
5.06000000e+03, 3.68258904e-01, 2.03000000e+02
5.06100000e+03, 3.73207968e-01, 2.01000000e+02
5.06200000e+03, 3.73207476e-01, 2.01000000e+02
5.06300000e+03, 3.70725588e-01, 2.02000000e+02
5.06400000e+03, 3.68255465e-01, 2.03000000e+02
5.06500000e+03, 3.70723136e-01, 2.02000000e+02
5.06600000e+03, 3.63351013e-01, 2.05000000e+02
5.06700000e+03, 3.65793568e-01, 2.04000000e+02
5.06800000e+03, 3.60913527e-01, 2.06000000e+02
5.06900000e+03, 3.60910610e-01, 2.06000000e+02
5.07000000e+03, 3.60907695e-01, 2.06000000e+02
5.07100000e+03, 3.60904780e-01, 2.06000000e+02
5.07200000e+03, 3.60901865e-01, 2.06000000e+02
5.07300000e+03, 3.58477639e-01, 2.07000000e+02
5.07400000e+03, 3.60895561e-01, 2.06000000e+02
5.07500000e+03, 3.60892648e-01, 2.06000000e+02
5.07600000e+03, 3.65767823e-01, 2.04000000e+02
5.07700000e+03, 3.65765872e-01, 2.04000000e+02
5.07800000e+03, 3.63318930e-01, 2.05000000e+02
5.07900000e+03, 3.63316498e-01, 2.05000000e+02
5.08000000e+03, 3.65759060e-01, 2.04000000e+02
5.08100000e+03, 3.65757111e-01, 2.04000000e+02
5.08200000e+03, 3.65755162e-01, 2.04000000e+02
5.08300000e+03, 3.65753214e-01, 2.04000000e+02
5.08400000e+03, 3.70677414e-01, 2.02000000e+02
5.08500000e+03, 3.68207295e-01, 2.03000000e+02
5.08600000e+03, 3.65748823e-01, 2.04000000e+02
5.08700000e+03, 3.68203884e-01, 2.03000000e+02
5.08800000e+03, 3.68202421e-01, 2.03000000e+02
5.08900000e+03, 3.63298957e-01, 2.05000000e+02
5.09000000e+03, 3.63296531e-01, 2.05000000e+02
5.09100000e+03, 3.63294106e-01, 2.05000000e+02
5.09200000e+03, 3.60858586e-01, 2.06000000e+02
5.09300000e+03, 3.60855683e-01, 2.06000000e+02
5.09400000e+03, 3.63285876e-01, 2.05000000e+02
5.09500000e+03, 3.65728445e-01, 2.04000000e+02
5.09600000e+03, 3.65726502e-01, 2.04000000e+02
5.09700000e+03, 3.68181566e-01, 2.03000000e+02
5.09800000e+03, 3.65723098e-01, 2.04000000e+02
5.09900000e+03, 3.65721156e-01, 2.04000000e+02
5.10000000e+03, 3.65719214e-01, 2.04000000e+02
5.10100000e+03, 3.68174280e-01, 2.03000000e+02
5.10200000e+03, 3.70641962e-01, 2.02000000e+02
5.10300000e+03, 3.70640987e-01, 2.02000000e+02
5.10400000e+03, 3.75615177e-01, 2.00000000e+02
5.10500000e+03, 3.75615177e-01, 2.00000000e+02
5.10600000e+03, 3.75615177e-01, 2.00000000e+02
5.10700000e+03, 3.75615177e-01, 2.00000000e+02
5.10800000e+03, 3.78121448e-01, 1.99000000e+02
5.10900000e+03, 3.75615668e-01, 2.00000000e+02
5.11000000e+03, 3.75615668e-01, 2.00000000e+02
5.11100000e+03, 3.78121939e-01, 1.99000000e+02
5.11200000e+03, 3.75616158e-01, 2.00000000e+02
5.11300000e+03, 3.78122429e-01, 1.99000000e+02
5.11400000e+03, 3.70641483e-01, 2.02000000e+02
5.11500000e+03, 3.68171369e-01, 2.03000000e+02
5.11600000e+03, 3.68169914e-01, 2.03000000e+02
5.11700000e+03, 3.68168459e-01, 2.03000000e+02
5.11800000e+03, 3.73117539e-01, 2.01000000e+02
5.11900000e+03, 3.73117052e-01, 2.01000000e+02
5.12000000e+03, 3.68166030e-01, 2.03000000e+02
5.12100000e+03, 3.65707568e-01, 2.04000000e+02
5.12200000e+03, 3.65705635e-01, 2.04000000e+02
5.12300000e+03, 3.68160709e-01, 2.03000000e+02
5.12400000e+03, 3.65702249e-01, 2.04000000e+02
5.12500000e+03, 3.65700316e-01, 2.04000000e+02
5.12600000e+03, 3.68155392e-01, 2.03000000e+02
5.12700000e+03, 3.75598246e-01, 2.00000000e+02
5.12800000e+03, 3.75598246e-01, 2.00000000e+02
5.12900000e+03, 3.75598246e-01, 2.00000000e+02
5.13000000e+03, 3.75598246e-01, 2.00000000e+02
5.13100000e+03, 3.83155064e-01, 1.97000000e+02
5.13200000e+03, 3.83156537e-01, 1.97000000e+02
5.13300000e+03, 3.85702545e-01, 1.96000000e+02
5.13400000e+03, 3.80628327e-01, 1.98000000e+02
5.13500000e+03, 3.75604138e-01, 2.00000000e+02
5.13600000e+03, 3.75604138e-01, 2.00000000e+02
5.13700000e+03, 3.75604138e-01, 2.00000000e+02
5.13800000e+03, 3.75604138e-01, 2.00000000e+02
5.13900000e+03, 3.75604138e-01, 2.00000000e+02
5.14000000e+03, 3.75604138e-01, 2.00000000e+02
5.14100000e+03, 3.75604138e-01, 2.00000000e+02
5.14200000e+03, 3.78110408e-01, 1.99000000e+02
5.14300000e+03, 3.75604625e-01, 2.00000000e+02
5.14400000e+03, 3.75604625e-01, 2.00000000e+02
5.14500000e+03, 3.73110854e-01, 2.01000000e+02
5.14600000e+03, 3.80629308e-01, 1.98000000e+02
5.14700000e+03, 3.75605117e-01, 2.00000000e+02
5.14800000e+03, 3.75605117e-01, 2.00000000e+02
5.14900000e+03, 3.73111346e-01, 2.01000000e+02
5.15000000e+03, 3.70629467e-01, 2.02000000e+02
5.15100000e+03, 3.70628501e-01, 2.02000000e+02
5.15200000e+03, 3.65701387e-01, 2.04000000e+02
5.15300000e+03, 3.63254472e-01, 2.05000000e+02
5.15400000e+03, 3.65697069e-01, 2.04000000e+02
5.15500000e+03, 3.65695148e-01, 2.04000000e+02
5.15600000e+03, 3.65693227e-01, 2.04000000e+02
5.15700000e+03, 3.65691307e-01, 2.04000000e+02
5.15800000e+03, 3.68146394e-01, 2.03000000e+02
5.15900000e+03, 3.68144951e-01, 2.03000000e+02
5.16000000e+03, 3.65686501e-01, 2.04000000e+02
5.16100000e+03, 3.65684582e-01, 2.04000000e+02
5.16200000e+03, 3.68139671e-01, 2.03000000e+02
5.16300000e+03, 3.68138229e-01, 2.03000000e+02
5.16400000e+03, 3.68136787e-01, 2.03000000e+02
5.16500000e+03, 3.70604486e-01, 2.02000000e+02
5.16600000e+03, 3.70603523e-01, 2.02000000e+02
5.16700000e+03, 3.70602560e-01, 2.02000000e+02
5.16800000e+03, 3.70601597e-01, 2.02000000e+02
5.16900000e+03, 3.70600634e-01, 2.02000000e+02
5.17000000e+03, 3.73081066e-01, 2.01000000e+02
5.17100000e+03, 3.73080584e-01, 2.01000000e+02
5.17200000e+03, 3.73080102e-01, 2.01000000e+02
5.17300000e+03, 3.70598225e-01, 2.02000000e+02
5.17400000e+03, 3.73078658e-01, 2.01000000e+02
5.17500000e+03, 3.70596781e-01, 2.02000000e+02
5.17600000e+03, 3.70595820e-01, 2.02000000e+02
5.17700000e+03, 3.63223718e-01, 2.05000000e+02
5.17800000e+03, 3.63221333e-01, 2.05000000e+02
5.17900000e+03, 3.63218949e-01, 2.05000000e+02
5.18000000e+03, 3.63216565e-01, 2.05000000e+02
5.18100000e+03, 3.68116181e-01, 2.03000000e+02
5.18200000e+03, 3.68114744e-01, 2.03000000e+02
5.18300000e+03, 3.68113308e-01, 2.03000000e+02
5.18400000e+03, 3.65654864e-01, 2.04000000e+02
5.18500000e+03, 3.65652954e-01, 2.04000000e+02
5.18600000e+03, 3.63206052e-01, 2.05000000e+02
5.18700000e+03, 3.65648664e-01, 2.04000000e+02
5.18800000e+03, 3.63201762e-01, 2.05000000e+02
5.18900000e+03, 3.63199383e-01, 2.05000000e+02
5.19000000e+03, 3.60763908e-01, 2.06000000e+02
5.19100000e+03, 3.60761061e-01, 2.06000000e+02
5.19200000e+03, 3.60758214e-01, 2.06000000e+02
5.19300000e+03, 3.60755367e-01, 2.06000000e+02
5.19400000e+03, 3.58331209e-01, 2.07000000e+02
5.19500000e+03, 3.60749209e-01, 2.06000000e+02
5.19600000e+03, 3.60746364e-01, 2.06000000e+02
5.19700000e+03, 3.63176615e-01, 2.05000000e+02
5.19800000e+03, 3.63174239e-01, 2.05000000e+02
5.19900000e+03, 3.63171864e-01, 2.05000000e+02
5.20000000e+03, 3.63169489e-01, 2.05000000e+02
5.20100000e+03, 3.63167115e-01, 2.05000000e+02
5.20200000e+03, 3.60731646e-01, 2.06000000e+02
5.20300000e+03, 3.60728805e-01, 2.06000000e+02
5.20400000e+03, 3.55895009e-01, 2.08000000e+02
5.20500000e+03, 3.55891241e-01, 2.08000000e+02
5.20600000e+03, 3.53489387e-01, 2.09000000e+02
5.20700000e+03, 3.53485160e-01, 2.09000000e+02
5.20800000e+03, 3.53480933e-01, 2.09000000e+02
5.20900000e+03, 3.53476707e-01, 2.09000000e+02
5.21000000e+03, 3.55870568e-01, 2.08000000e+02
5.21100000e+03, 3.58276447e-01, 2.07000000e+02
5.21200000e+03, 3.60694459e-01, 2.06000000e+02
5.21300000e+03, 3.58270311e-01, 2.07000000e+02
5.21400000e+03, 3.58267011e-01, 2.07000000e+02
5.21500000e+03, 3.58263712e-01, 2.07000000e+02
5.21600000e+03, 3.55850771e-01, 2.08000000e+02
5.21700000e+03, 3.58256654e-01, 2.07000000e+02
5.21800000e+03, 3.58253357e-01, 2.07000000e+02
5.21900000e+03, 3.58250061e-01, 2.07000000e+02
5.22000000e+03, 3.60668077e-01, 2.06000000e+02
5.22100000e+03, 3.63098341e-01, 2.05000000e+02
5.22200000e+03, 3.63095976e-01, 2.05000000e+02
5.22300000e+03, 3.60660517e-01, 2.06000000e+02
5.22400000e+03, 3.60657687e-01, 2.06000000e+02
5.22500000e+03, 3.63087953e-01, 2.05000000e+02
5.22600000e+03, 3.65530583e-01, 2.04000000e+02
5.22700000e+03, 3.65528688e-01, 2.04000000e+02
5.22800000e+03, 3.65526794e-01, 2.04000000e+02
5.22900000e+03, 3.65524900e-01, 2.04000000e+02
5.23000000e+03, 3.63078014e-01, 2.05000000e+02
5.23100000e+03, 3.63075653e-01, 2.05000000e+02
5.23200000e+03, 3.63073293e-01, 2.05000000e+02
5.23300000e+03, 3.58216526e-01, 2.07000000e+02
5.23400000e+03, 3.58213239e-01, 2.07000000e+02
5.23500000e+03, 3.58209953e-01, 2.07000000e+02
5.23600000e+03, 3.58206667e-01, 2.07000000e+02
5.23700000e+03, 3.58203382e-01, 2.07000000e+02
5.23800000e+03, 3.55790454e-01, 2.08000000e+02
5.23900000e+03, 3.55786710e-01, 2.08000000e+02
5.24000000e+03, 3.53384881e-01, 2.09000000e+02
5.24100000e+03, 3.50994042e-01, 2.10000000e+02
5.24200000e+03, 3.50989387e-01, 2.10000000e+02
5.24300000e+03, 3.53371373e-01, 2.09000000e+02
5.24400000e+03, 3.50980535e-01, 2.10000000e+02
5.24500000e+03, 3.50975883e-01, 2.10000000e+02
5.24600000e+03, 3.48595931e-01, 2.11000000e+02
5.24700000e+03, 3.48590828e-01, 2.11000000e+02
5.24800000e+03, 3.46221655e-01, 2.12000000e+02
5.24900000e+03, 3.48580174e-01, 2.11000000e+02
5.25000000e+03, 3.48575074e-01, 2.11000000e+02
5.25100000e+03, 3.43852959e-01, 2.13000000e+02
5.25200000e+03, 3.41505038e-01, 2.14000000e+02
5.25300000e+03, 3.43840521e-01, 2.13000000e+02
5.25400000e+03, 3.43834527e-01, 2.13000000e+02
5.25500000e+03, 3.41486610e-01, 2.14000000e+02
5.25600000e+03, 3.43822097e-01, 2.13000000e+02
5.25700000e+03, 3.48533122e-01, 2.11000000e+02
5.25800000e+03, 3.43811014e-01, 2.13000000e+02
5.25900000e+03, 3.41463100e-01, 2.14000000e+02
5.26000000e+03, 3.41456668e-01, 2.14000000e+02
5.26100000e+03, 3.43792161e-01, 2.13000000e+02
5.26200000e+03, 3.43786176e-01, 2.13000000e+02
5.26300000e+03, 3.46133138e-01, 2.12000000e+02
5.26400000e+03, 3.46127602e-01, 2.12000000e+02
5.26500000e+03, 3.43769122e-01, 2.13000000e+02
5.26600000e+03, 3.43763141e-01, 2.13000000e+02
5.26700000e+03, 3.41415237e-01, 2.14000000e+02
5.26800000e+03, 3.41408814e-01, 2.14000000e+02
5.26900000e+03, 3.41402393e-01, 2.14000000e+02
5.27000000e+03, 3.43737897e-01, 2.13000000e+02
5.27100000e+03, 3.48448938e-01, 2.11000000e+02
5.27200000e+03, 3.50819161e-01, 2.10000000e+02
5.27300000e+03, 3.50814533e-01, 2.10000000e+02
5.27400000e+03, 3.50809907e-01, 2.10000000e+02
5.27500000e+03, 3.50805281e-01, 2.10000000e+02
5.27600000e+03, 3.48425355e-01, 2.11000000e+02
5.27700000e+03, 3.46056211e-01, 2.12000000e+02
5.27800000e+03, 3.46050690e-01, 2.12000000e+02
5.27900000e+03, 3.46045170e-01, 2.12000000e+02
5.28000000e+03, 3.46039651e-01, 2.12000000e+02
5.28100000e+03, 3.48398204e-01, 2.11000000e+02
5.28200000e+03, 3.46029064e-01, 2.12000000e+02
5.28300000e+03, 3.46023548e-01, 2.12000000e+02
5.28400000e+03, 3.48382104e-01, 2.11000000e+02
5.28500000e+03, 3.50752339e-01, 2.10000000e+02
5.28600000e+03, 3.50747723e-01, 2.10000000e+02
5.28700000e+03, 3.46003736e-01, 2.12000000e+02
5.28800000e+03, 3.50737597e-01, 2.10000000e+02
5.28900000e+03, 3.50732984e-01, 2.10000000e+02
5.29000000e+03, 3.50728372e-01, 2.10000000e+02
5.29100000e+03, 3.53110399e-01, 2.09000000e+02
5.29200000e+03, 3.53106240e-01, 2.09000000e+02
5.29300000e+03, 3.53102081e-01, 2.09000000e+02
5.29400000e+03, 3.53097923e-01, 2.09000000e+02
5.29500000e+03, 3.53093766e-01, 2.09000000e+02
5.29600000e+03, 3.53089609e-01, 2.09000000e+02
5.29700000e+03, 3.55483540e-01, 2.08000000e+02
5.29800000e+03, 3.50695112e-01, 2.10000000e+02
5.29900000e+03, 3.50690507e-01, 2.10000000e+02
5.30000000e+03, 3.50685904e-01, 2.10000000e+02
5.30100000e+03, 3.50681301e-01, 2.10000000e+02
5.30200000e+03, 3.53063338e-01, 2.09000000e+02
5.30300000e+03, 3.55457273e-01, 2.08000000e+02
5.30400000e+03, 3.53055489e-01, 2.09000000e+02
5.30500000e+03, 3.53051340e-01, 2.09000000e+02
5.30600000e+03, 3.53047191e-01, 2.09000000e+02
5.30700000e+03, 3.53043044e-01, 2.09000000e+02
5.30800000e+03, 3.55436983e-01, 2.08000000e+02
5.30900000e+03, 3.53035202e-01, 2.09000000e+02
5.31000000e+03, 3.55429143e-01, 2.08000000e+02
5.31100000e+03, 3.55425449e-01, 2.08000000e+02
5.31200000e+03, 3.55421757e-01, 2.08000000e+02
5.31300000e+03, 3.57827709e-01, 2.07000000e+02
5.31400000e+03, 3.60245783e-01, 2.06000000e+02
5.31500000e+03, 3.60243002e-01, 2.06000000e+02
5.31600000e+03, 3.55409266e-01, 2.08000000e+02
5.31700000e+03, 3.50620852e-01, 2.10000000e+02
5.31800000e+03, 3.55400989e-01, 2.08000000e+02
5.31900000e+03, 3.57806945e-01, 2.07000000e+02
5.32000000e+03, 3.57803711e-01, 2.07000000e+02
5.32100000e+03, 3.57800478e-01, 2.07000000e+02
5.32200000e+03, 3.60218557e-01, 2.06000000e+02
5.32300000e+03, 3.57794468e-01, 2.07000000e+02
5.32400000e+03, 3.55381593e-01, 2.08000000e+02
5.32500000e+03, 3.57787553e-01, 2.07000000e+02
5.32600000e+03, 3.52976594e-01, 2.09000000e+02
5.32700000e+03, 3.55370547e-01, 2.08000000e+02
5.32800000e+03, 3.55366866e-01, 2.08000000e+02
5.32900000e+03, 3.55363186e-01, 2.08000000e+02
5.33000000e+03, 3.55359506e-01, 2.08000000e+02
5.33100000e+03, 3.57765470e-01, 2.07000000e+02
5.33200000e+03, 3.60183555e-01, 2.06000000e+02
5.33300000e+03, 3.60180783e-01, 2.06000000e+02
5.33400000e+03, 3.62611107e-01, 2.05000000e+02
5.33500000e+03, 3.57754385e-01, 2.07000000e+02
5.33600000e+03, 3.55341518e-01, 2.08000000e+02
5.33700000e+03, 3.55337843e-01, 2.08000000e+02
5.33800000e+03, 3.57743812e-01, 2.07000000e+02
5.33900000e+03, 3.52932860e-01, 2.09000000e+02
5.34000000e+03, 3.50542098e-01, 2.10000000e+02
5.34100000e+03, 3.50537530e-01, 2.10000000e+02
5.34200000e+03, 3.52919602e-01, 2.09000000e+02
5.34300000e+03, 3.55313568e-01, 2.08000000e+02
5.34400000e+03, 3.55309898e-01, 2.08000000e+02
5.34500000e+03, 3.55306228e-01, 2.08000000e+02
5.34600000e+03, 3.57712203e-01, 2.07000000e+02
5.34700000e+03, 3.57708985e-01, 2.07000000e+02
5.34800000e+03, 3.60127080e-01, 2.06000000e+02
5.34900000e+03, 3.57703005e-01, 2.07000000e+02
5.35000000e+03, 3.55290146e-01, 2.08000000e+02
5.35100000e+03, 3.55286480e-01, 2.08000000e+02
5.35200000e+03, 3.55282815e-01, 2.08000000e+02
5.35300000e+03, 3.55279151e-01, 2.08000000e+02
5.35400000e+03, 3.52877402e-01, 2.09000000e+02
5.35500000e+03, 3.52873291e-01, 2.09000000e+02
5.35600000e+03, 3.50482542e-01, 2.10000000e+02
5.35700000e+03, 3.50477987e-01, 2.10000000e+02
5.35800000e+03, 3.50473433e-01, 2.10000000e+02
5.35900000e+03, 3.48093579e-01, 2.11000000e+02
5.36000000e+03, 3.48088583e-01, 2.11000000e+02
5.36100000e+03, 3.48083589e-01, 2.11000000e+02
5.36200000e+03, 3.48078595e-01, 2.11000000e+02
5.36300000e+03, 3.48073603e-01, 2.11000000e+02
5.36400000e+03, 3.48068611e-01, 2.11000000e+02
5.36500000e+03, 3.48063620e-01, 2.11000000e+02
5.36600000e+03, 3.48058631e-01, 2.11000000e+02
5.36700000e+03, 3.45689571e-01, 2.12000000e+02
5.36800000e+03, 3.40989272e-01, 2.14000000e+02
5.36900000e+03, 3.38651964e-01, 2.15000000e+02
5.37000000e+03, 3.36325039e-01, 2.16000000e+02
5.37100000e+03, 3.38638063e-01, 2.15000000e+02
5.37200000e+03, 3.40962337e-01, 2.14000000e+02
5.37300000e+03, 3.38625033e-01, 2.15000000e+02
5.37400000e+03, 3.36298113e-01, 2.16000000e+02
5.37500000e+03, 3.36290953e-01, 2.16000000e+02
5.37600000e+03, 3.36283794e-01, 2.16000000e+02
5.37700000e+03, 3.36276636e-01, 2.16000000e+02
5.37800000e+03, 3.36269479e-01, 2.16000000e+02
5.37900000e+03, 3.36262324e-01, 2.16000000e+02
5.38000000e+03, 3.38575360e-01, 2.15000000e+02
5.38100000e+03, 3.38568639e-01, 2.15000000e+02
5.38200000e+03, 3.38561919e-01, 2.15000000e+02
5.38300000e+03, 3.38555200e-01, 2.15000000e+02
5.38400000e+03, 3.38548483e-01, 2.15000000e+02
5.38500000e+03, 3.40872773e-01, 2.14000000e+02
5.38600000e+03, 3.38535484e-01, 2.15000000e+02
5.38700000e+03, 3.33899108e-01, 2.17000000e+02
5.38800000e+03, 3.31592681e-01, 2.18000000e+02
5.38900000e+03, 3.31584684e-01, 2.18000000e+02
5.39000000e+03, 3.33875543e-01, 2.17000000e+02
5.39100000e+03, 3.33867975e-01, 2.17000000e+02
5.39200000e+03, 3.31561554e-01, 2.18000000e+02
5.39300000e+03, 3.31553563e-01, 2.18000000e+02
5.39400000e+03, 3.31545573e-01, 2.18000000e+02
5.39500000e+03, 3.33836440e-01, 2.17000000e+02
5.39600000e+03, 3.33828879e-01, 2.17000000e+02
5.39700000e+03, 3.33821320e-01, 2.17000000e+02
5.39800000e+03, 3.33813762e-01, 2.17000000e+02
5.39900000e+03, 3.36115678e-01, 2.16000000e+02
5.40000000e+03, 3.38428740e-01, 2.15000000e+02
5.40100000e+03, 3.38422044e-01, 2.15000000e+02
5.40200000e+03, 3.38415349e-01, 2.15000000e+02
5.40300000e+03, 3.36088465e-01, 2.16000000e+02
5.40400000e+03, 3.36081343e-01, 2.16000000e+02
5.40500000e+03, 3.33764750e-01, 2.17000000e+02
5.40600000e+03, 3.36066676e-01, 2.16000000e+02
5.40700000e+03, 3.36059558e-01, 2.16000000e+02
5.40800000e+03, 3.33742968e-01, 2.17000000e+02
5.40900000e+03, 3.33735425e-01, 2.17000000e+02
5.41000000e+03, 3.33727884e-01, 2.17000000e+02
5.41100000e+03, 3.33720345e-01, 2.17000000e+02
5.41200000e+03, 3.36022279e-01, 2.16000000e+02
5.41300000e+03, 3.36015169e-01, 2.16000000e+02
5.41400000e+03, 3.36008060e-01, 2.16000000e+02
5.41500000e+03, 3.38321142e-01, 2.15000000e+02
5.41600000e+03, 3.38314464e-01, 2.15000000e+02
5.41700000e+03, 3.38307788e-01, 2.15000000e+02
5.41800000e+03, 3.38301112e-01, 2.15000000e+02
5.41900000e+03, 3.35974249e-01, 2.16000000e+02
5.42000000e+03, 3.35967148e-01, 2.16000000e+02
5.42100000e+03, 3.35960048e-01, 2.16000000e+02
5.42200000e+03, 3.35952949e-01, 2.16000000e+02
5.42300000e+03, 3.35945852e-01, 2.16000000e+02
5.42400000e+03, 3.40589953e-01, 2.14000000e+02
5.42500000e+03, 3.40583716e-01, 2.14000000e+02
5.42600000e+03, 3.42919405e-01, 2.13000000e+02
5.42700000e+03, 3.42913602e-01, 2.13000000e+02
5.42800000e+03, 3.45260745e-01, 2.12000000e+02
5.42900000e+03, 3.47619448e-01, 2.11000000e+02
5.43000000e+03, 3.49989819e-01, 2.10000000e+02
5.43100000e+03, 3.57179695e-01, 2.07000000e+02
5.43200000e+03, 3.59597840e-01, 2.06000000e+02
5.43300000e+03, 3.59595119e-01, 2.06000000e+02
5.43400000e+03, 3.62025494e-01, 2.05000000e+02
5.43500000e+03, 3.59590127e-01, 2.06000000e+02
5.43600000e+03, 3.59587407e-01, 2.06000000e+02
5.43700000e+03, 3.62017783e-01, 2.05000000e+02
5.43800000e+03, 3.64460505e-01, 2.04000000e+02
